Complaint_ID,Complaint_Date,Complaint_Time,Complaint_Channel,Complainant_Age,Complainant_Gender,Complainant_State,Complainant_District,Complainant_City,Complainant_Pincode,Complainant_ID_Type,Incident_Date,Incident_Time,Incident_Type,Fraud_Type,Incident_Description,Incident_State,Incident_District,Incident_City,Incident_Location,Transaction_ID,Transaction_Amount,Payment_Mode,Bank_Name,ATM_ID,ATM_Location,Evidence_Available,Bank_Statement_Available,Transaction_Receipt_Available,Screenshot_Available
CMP_20260704_00827,2026-07-04,20:34:29,Online Grievance,25,Male,Jharkhand,Deoghar,Deoghar,240466,Passport,2026-07-04,15:34:29,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Deoghar,Jharkhand,Deoghar,Deoghar,Deoghar Commercial Sector,TXN_20260704_051679,75000.0,UPI,HDFC Bank,ATM_DEO_0537,"Commercial Area Kiosk, Deoghar",1,1,1,1
CMP_20260704_00981,2026-07-04,22:53:49,Online Grievance,69,Male,West Bengal,Kolkata,Kolkata,270588,Ration Card,2026-07-03,01:53:49,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Kolkata,West Bengal,Kolkata,Kolkata,Kolkata Commercial Sector,TXN_20260703_052141,15000.0,UPI,Bank of Baroda,ATM_KOL_0452,"Residential Kiosk, Kolkata",1,1,1,0
CMP_20260704_01916,2026-07-04,23:20:50,Cyber Cell Desk,57,Male,Haryana,Nuh,Punahana,176695,Ration Card,2026-07-04,02:20:50,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Punahana,Haryana,Nuh,Punahana,Punahana Commercial Sector,TXN_20260704_054946,15000.0,UPI,HDFC Bank,ATM_PUN_0576,"Shopping Mall Kiosk, Punahana",1,1,1,1
CMP_20260705_00766,2026-07-05,00:58:25,Cyber Cell Desk,49,Female,Rajasthan,Bharatpur,Bharatpur,678080,Driving License,2026-07-03,10:58:25,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Bharatpur,Rajasthan,Bharatpur,Bharatpur,Bharatpur Commercial Sector,TXN_20260703_051496,95000.0,UPI,Kotak Mahindra Bank,ATM_BHA_0188,"Residential Kiosk, Bharatpur",1,1,1,1
CMP_20260705_02469,2026-07-05,01:08:06,Cyber Cell Desk,41,Male,Rajasthan,Alwar,Alwar,588485,Driving License,2026-07-03,13:08:06,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Alwar,Rajasthan,Alwar,Alwar,Alwar Commercial Sector,TXN_20260703_056605,49000.0,UPI,HDFC Bank,ATM_ALW_0070,"Residential Kiosk, Alwar",1,1,1,1
CMP_20260705_01370,2026-07-05,01:14:47,Online Grievance,52,Female,West Bengal,Kolkata,Kolkata,553405,Voter ID,2026-07-03,13:14:47,Financial Cyber-Fraud,Investment / Task Scam,Victim reported unauthorized transfer followed by ATM cashout ring in Kolkata,West Bengal,Kolkata,Kolkata,Kolkata Commercial Sector,TXN_20260703_053308,15000.0,UPI,State Bank of India,ATM_KOL_0023,"Market Kiosk, Kolkata",1,1,0,1
CMP_20260705_02858,2026-07-05,01:22:31,Online Grievance,27,Male,Rajasthan,Alwar,Alwar,771140,Ration Card,2026-07-03,13:22:31,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Alwar,Rajasthan,Alwar,Alwar,Alwar Commercial Sector,TXN_20260703_057772,49000.0,UPI,Canara Bank,ATM_ALW_0338,"Market Kiosk, Alwar",1,1,0,1
CMP_20260705_02710,2026-07-05,02:07:01,NCRP 1930 Portal,69,Male,Jharkhand,Dumka,Dumka,746066,Driving License,2026-07-03,15:07:01,Financial Cyber-Fraud,Vishing / Customer Care Scam,Victim reported unauthorized transfer followed by ATM cashout ring in Dumka,Jharkhand,Dumka,Dumka,Dumka Commercial Sector,TXN_20260703_057328,75000.0,UPI,Bank of Baroda,ATM_DUM_0209,"Commercial Area Kiosk, Dumka",1,1,0,1
CMP_20260705_02066,2026-07-05,02:43:21,Police Station,61,Female,Delhi,Central Delhi,Delhi,549777,Passport,2026-07-03,03:43:21,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Delhi,Delhi,Central Delhi,Delhi,Delhi Commercial Sector,TXN_20260703_055396,75000.0,UPI,State Bank of India,ATM_DEL_0540,"Shopping Mall Kiosk, Delhi",1,1,1,1
CMP_20260705_02665,2026-07-05,02:45:44,NCRP 1930 Portal,43,Female,Haryana,Faridabad,Faridabad,412002,Govt Employee ID,2026-07-04,11:45:44,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Faridabad,Haryana,Faridabad,Faridabad,Faridabad Commercial Sector,TXN_20260704_057193,15000.0,UPI,ICICI Bank,ATM_FAR_0140,"Commercial Area Kiosk, Faridabad",1,1,0,1
CMP_20260705_00567,2026-07-05,03:27:52,Cyber Cell Desk,24,Female,Bihar,Nalanda,Nalanda,419550,Govt Employee ID,2026-07-03,04:27:52,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Nalanda,Bihar,Nalanda,Nalanda,Nalanda Commercial Sector,TXN_20260703_050899,49000.0,UPI,State Bank of India,ATM_NAL_0332,"Railway Station Kiosk, Nalanda",1,1,0,1
CMP_20260705_01921,2026-07-05,06:09:28,Bank Helpline,71,Female,Haryana,Gurugram,Gurgaon/Gurugram,180848,Voter ID,2026-07-04,22:09:28,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Gurgaon/Gurugram,Haryana,Gurugram,Gurgaon/Gurugram,Gurgaon/Gurugram Commercial Sector,TXN_20260704_054961,15000.0,UPI,HDFC Bank,ATM_GUR_0590,"Commercial Area Kiosk, Gurgaon/Gurugram",1,1,0,1
CMP_20260705_01815,2026-07-05,07:23:27,Bank Helpline,60,Male,Delhi,Central Delhi,Delhi,607379,Voter ID,2026-07-03,12:23:27,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Delhi,Delhi,Central Delhi,Delhi,Delhi Commercial Sector,TXN_20260703_054643,25000.0,UPI,Axis Bank,ATM_DEL_0041,"Market Kiosk, Delhi",1,1,0,1
CMP_20260705_01523,2026-07-05,07:46:41,Bank Helpline,44,Female,Uttar Pradesh,Mathura,Mathura,471353,Govt Employee ID,2026-07-04,03:46:41,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Mathura,Uttar Pradesh,Mathura,Mathura,Mathura Commercial Sector,TXN_20260704_053767,25000.0,UPI,ICICI Bank,ATM_MAT_0161,"Shopping Mall Kiosk, Mathura",1,1,0,1
CMP_20260705_00476,2026-07-05,10:29:30,NCRP 1930 Portal,71,Female,West Bengal,Purba Bardhaman,Bardhaman,618767,Voter ID,2026-07-04,19:29:30,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Bardhaman,West Bengal,Purba Bardhaman,Bardhaman,Bardhaman Commercial Sector,TXN_20260704_050626,95000.0,UPI,State Bank of India,ATM_BAR_0130,"Market Kiosk, Bardhaman",1,1,0,0
CMP_20260705_01099,2026-07-05,11:13:14,Online Grievance,42,Female,Delhi,Central Delhi,Delhi,723568,Ration Card,2026-07-04,14:13:14,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Delhi,Delhi,Central Delhi,Delhi,Delhi Commercial Sector,TXN_20260704_052495,75000.0,UPI,State Bank of India,ATM_DEL_0582,"Railway Station Kiosk, Delhi",1,1,1,1
CMP_20260705_01424,2026-07-05,13:07:55,Police Station,64,Male,Bihar,Patna,Patna,160899,Ration Card,2026-07-03,15:07:55,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Patna,Bihar,Patna,Patna,Patna Commercial Sector,TXN_20260703_053470,75000.0,UPI,Punjab National Bank,ATM_PAT_0388,"Commercial Area Kiosk, Patna",1,1,0,0
CMP_20260705_01957,2026-07-05,13:55:07,Cyber Cell Desk,36,Female,West Bengal,Kolkata,Kolkata,788320,Voter ID,2026-07-04,19:55:07,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Kolkata,West Bengal,Kolkata,Kolkata,Kolkata Commercial Sector,TXN_20260704_055069,95000.0,UPI,Punjab National Bank,ATM_KOL_0120,"Market Kiosk, Kolkata",1,1,1,1
CMP_20260705_01356,2026-07-05,15:16:03,Bank Helpline,41,Female,Uttar Pradesh,Mathura,Mathura,631669,Ration Card,2026-07-05,00:16:03,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Mathura,Uttar Pradesh,Mathura,Mathura,Mathura Commercial Sector,TXN_20260705_053266,25000.0,UPI,Bank of Baroda,ATM_MAT_0017,"Bus Stand Kiosk, Mathura",1,1,0,1
CMP_20260705_00909,2026-07-05,17:40:39,Online Grievance,33,Female,Rajasthan,Alwar,Alwar,721820,Voter ID,2026-07-04,10:40:39,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Alwar,Rajasthan,Alwar,Alwar,Alwar Commercial Sector,TXN_20260704_051925,75000.0,UPI,Bank of Baroda,ATM_ALW_0025,"Commercial Area Kiosk, Alwar",1,1,1,0
CMP_20260705_00745,2026-07-05,19:02:51,Online Grievance,28,Male,Jharkhand,Deoghar,Deoghar,794961,Driving License,2026-07-05,00:02:51,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Deoghar,Jharkhand,Deoghar,Deoghar,Deoghar Commercial Sector,TXN_20260705_051433,25000.0,UPI,Bank of Baroda,ATM_DEO_0305,"Educational Area Kiosk, Deoghar",1,1,0,1
CMP_20260705_02355,2026-07-05,19:36:02,Police Station,24,Male,West Bengal,Kolkata,Kolkata,540813,Ration Card,2026-07-05,11:36:02,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Kolkata,West Bengal,Kolkata,Kolkata,Kolkata Commercial Sector,TXN_20260705_056263,25000.0,UPI,HDFC Bank,ATM_KOL_0072,"Shopping Mall Kiosk, Kolkata",1,1,1,1
CMP_20260705_00367,2026-07-05,19:36:25,Online Grievance,45,Female,Jharkhand,Deoghar,Deoghar,512457,Ration Card,2026-07-04,00:36:25,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Deoghar,Jharkhand,Deoghar,Deoghar,Deoghar Commercial Sector,TXN_20260704_050299,15000.0,UPI,Punjab National Bank,ATM_DEO_0391,"Commercial Area Kiosk, Deoghar",1,1,1,1
CMP_20260705_01813,2026-07-05,19:54:23,Police Station,22,Male,Bihar,Patna,Patna,163371,Driving License,2026-07-05,12:54:23,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Patna,Bihar,Patna,Patna,Patna Commercial Sector,TXN_20260705_054637,75000.0,UPI,State Bank of India,ATM_PAT_0280,"Market Kiosk, Patna",1,1,0,1
CMP_20260705_02516,2026-07-05,21:27:32,NCRP 1930 Portal,47,Male,Jharkhand,Dhanbad,Dhanbad,362928,Driving License,2026-07-05,05:27:32,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Dhanbad,Jharkhand,Dhanbad,Dhanbad,Dhanbad Commercial Sector,TXN_20260705_056746,49000.0,UPI,State Bank of India,ATM_DHA_0319,"Commercial Area Kiosk, Dhanbad",1,1,1,1
CMP_20260705_00613,2026-07-05,21:58:41,NCRP 1930 Portal,46,Male,Bihar,Nalanda,Nalanda,573524,Ration Card,2026-07-05,02:58:41,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Nalanda,Bihar,Nalanda,Nalanda,Nalanda Commercial Sector,TXN_20260705_051037,95000.0,UPI,HDFC Bank,ATM_NAL_0394,"Shopping Mall Kiosk, Nalanda",1,1,0,1
CMP_20260705_03068,2026-07-05,22:34:56,Bank Helpline,53,Female,Haryana,Gurugram,Gurgaon/Gurugram,642091,Passport,2026-07-04,19:34:56,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Gurgaon/Gurugram,Haryana,Gurugram,Gurgaon/Gurugram,Gurgaon/Gurugram Commercial Sector,TXN_20260704_058402,25000.0,UPI,State Bank of India,ATM_GUR_0117,"Shopping Mall Kiosk, Gurgaon/Gurugram",1,1,1,0
CMP_20260705_00457,2026-07-05,23:58:35,NCRP 1930 Portal,31,Male,Rajasthan,Alwar,Alwar,152282,Ration Card,2026-07-04,18:58:35,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Alwar,Rajasthan,Alwar,Alwar,Alwar Commercial Sector,TXN_20260704_050569,75000.0,UPI,State Bank of India,ATM_ALW_0359,"Commercial Area Kiosk, Alwar",1,1,1,1
CMP_20260706_03028,2026-07-06,01:23:52,Online Grievance,54,Male,Bihar,Nalanda,Nalanda,799231,Driving License,2026-07-05,02:23:52,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Nalanda,Bihar,Nalanda,Nalanda,Nalanda Commercial Sector,TXN_20260705_058282,25000.0,UPI,IndusInd Bank,ATM_NAL_0053,"Airport Kiosk, Nalanda",1,1,0,0
CMP_20260706_02099,2026-07-06,02:45:23,NCRP 1930 Portal,49,Male,Jharkhand,Dumka,Dumka,176978,Govt Employee ID,2026-07-04,23:45:23,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Dumka,Jharkhand,Dumka,Dumka,Dumka Commercial Sector,TXN_20260704_055495,49000.0,UPI,Punjab National Bank,ATM_DUM_0033,"Market Kiosk, Dumka",1,1,0,1
CMP_20260706_01545,2026-07-06,07:03:29,Police Station,67,Male,West Bengal,Kolkata,Kolkata,638263,Voter ID,2026-07-06,04:03:29,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Kolkata,West Bengal,Kolkata,Kolkata,Kolkata Commercial Sector,TXN_20260706_053833,95000.0,UPI,Punjab National Bank,ATM_KOL_0214,"Commercial Area Kiosk, Kolkata",1,1,0,1
CMP_20260706_02988,2026-07-06,07:06:36,NCRP 1930 Portal,28,Female,West Bengal,Kolkata,Kolkata,807360,Voter ID,2026-07-06,05:06:36,Financial Cyber-Fraud,Vishing / Customer Care Scam,Victim reported unauthorized transfer followed by ATM cashout ring in Kolkata,West Bengal,Kolkata,Kolkata,Kolkata Commercial Sector,TXN_20260706_058162,25000.0,UPI,Bank of Baroda,ATM_KOL_0232,"Market Kiosk, Kolkata",1,1,1,1
CMP_20260706_02088,2026-07-06,08:34:35,Cyber Cell Desk,69,Female,West Bengal,Kolkata,Kolkata,563475,Ration Card,2026-07-05,12:34:35,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Kolkata,West Bengal,Kolkata,Kolkata,Kolkata Commercial Sector,TXN_20260705_055462,15000.0,UPI,Axis Bank,ATM_KOL_0560,"Railway Station Kiosk, Kolkata",1,1,1,1
CMP_20260706_00462,2026-07-06,11:33:06,Bank Helpline,25,Female,Haryana,Gurugram,Gurgaon/Gurugram,728082,Ration Card,2026-07-06,04:33:06,Financial Cyber-Fraud,Vishing / Customer Care Scam,Victim reported unauthorized transfer followed by ATM cashout ring in Gurgaon/Gurugram,Haryana,Gurugram,Gurgaon/Gurugram,Gurgaon/Gurugram Commercial Sector,TXN_20260706_050584,95000.0,UPI,Punjab National Bank,ATM_GUR_0129,"Commercial Area Kiosk, Gurgaon/Gurugram",1,1,1,1
CMP_20260706_02379,2026-07-06,12:01:24,Police Station,67,Male,West Bengal,Purba Bardhaman,Bardhaman,587650,Govt Employee ID,2026-07-04,15:01:24,Financial Cyber-Fraud,Investment / Task Scam,Victim reported unauthorized transfer followed by ATM cashout ring in Bardhaman,West Bengal,Purba Bardhaman,Bardhaman,Bardhaman Commercial Sector,TXN_20260704_056335,25000.0,UPI,HDFC Bank,ATM_BAR_0258,"Market Kiosk, Bardhaman",1,1,0,1
CMP_20260706_00621,2026-07-06,14:52:17,Cyber Cell Desk,55,Female,West Bengal,Kolkata,Kolkata,272016,Passport,2026-07-06,10:52:17,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Kolkata,West Bengal,Kolkata,Kolkata,Kolkata Commercial Sector,TXN_20260706_051061,95000.0,UPI,Axis Bank,ATM_KOL_0472,"Commercial Area Kiosk, Kolkata",1,1,1,1
CMP_20260706_00104,2026-07-06,14:53:18,Online Grievance,59,Male,Uttar Pradesh,Agra,Agra,194728,Passport,2026-07-04,16:53:18,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Agra,Uttar Pradesh,Agra,Agra,Agra Commercial Sector,TXN_20260704_049510,75000.0,UPI,State Bank of India,ATM_AGR_0390,"Other Kiosk, Agra",1,1,1,1
CMP_20260706_02882,2026-07-06,15:08:59,Cyber Cell Desk,64,Male,Bihar,Nalanda,Nalanda,246901,Voter ID,2026-07-04,19:08:59,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Nalanda,Bihar,Nalanda,Nalanda,Nalanda Commercial Sector,TXN_20260704_057844,25000.0,UPI,HDFC Bank,ATM_NAL_0179,"Shopping Mall Kiosk, Nalanda",1,1,1,1
CMP_20260706_01584,2026-07-06,15:30:47,Online Grievance,36,Female,Delhi,Central Delhi,Delhi,538075,Passport,2026-07-06,13:30:47,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Delhi,Delhi,Central Delhi,Delhi,Delhi Commercial Sector,TXN_20260706_053950,95000.0,UPI,Kotak Mahindra Bank,ATM_DEL_0353,"Commercial Area Kiosk, Delhi",1,1,1,1
CMP_20260706_01847,2026-07-06,15:43:41,Online Grievance,37,Male,Rajasthan,Alwar,Alwar,581812,Govt Employee ID,2026-07-05,05:43:41,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Alwar,Rajasthan,Alwar,Alwar,Alwar Commercial Sector,TXN_20260705_054739,49000.0,UPI,ICICI Bank,ATM_ALW_0077,"Commercial Area Kiosk, Alwar",1,1,0,1
CMP_20260706_00749,2026-07-06,16:21:56,Cyber Cell Desk,32,Male,Haryana,Nuh,Punahana,120612,Driving License,2026-07-05,02:21:56,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Punahana,Haryana,Nuh,Punahana,Punahana Commercial Sector,TXN_20260705_051445,49000.0,UPI,HDFC Bank,ATM_PUN_0296,"Residential Kiosk, Punahana",1,1,1,1
CMP_20260706_01780,2026-07-06,17:45:59,Police Station,43,Male,West Bengal,Kolkata,Kolkata,569722,Voter ID,2026-07-06,04:45:59,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Kolkata,West Bengal,Kolkata,Kolkata,Kolkata Commercial Sector,TXN_20260706_054538,75000.0,UPI,State Bank of India,ATM_KOL_0144,"Commercial Area Kiosk, Kolkata",1,1,1,1
CMP_20260706_02232,2026-07-06,18:29:02,Bank Helpline,65,Female,Rajasthan,Bharatpur,Bharatpur,141420,Ration Card,2026-07-06,13:29:02,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Bharatpur,Rajasthan,Bharatpur,Bharatpur,Bharatpur Commercial Sector,TXN_20260706_055894,15000.0,UPI,Bank of Baroda,ATM_BHA_0111,"Commercial Area Kiosk, Bharatpur",1,1,0,1
CMP_20260706_01304,2026-07-06,20:05:06,Police Station,48,Female,West Bengal,Kolkata,Kolkata,832343,Driving License,2026-07-06,10:05:06,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Kolkata,West Bengal,Kolkata,Kolkata,Kolkata Commercial Sector,TXN_20260706_053110,75000.0,UPI,HDFC Bank,ATM_KOL_0315,"Market Kiosk, Kolkata",1,1,1,1
CMP_20260706_01992,2026-07-06,20:16:16,Bank Helpline,63,Male,Uttar Pradesh,Mathura,Mathura,115073,Ration Card,2026-07-06,19:16:16,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Mathura,Uttar Pradesh,Mathura,Mathura,Mathura Commercial Sector,TXN_20260706_055174,25000.0,UPI,ICICI Bank,ATM_MAT_0003,"Market Kiosk, Mathura",1,1,0,1
CMP_20260706_02272,2026-07-06,21:10:53,Bank Helpline,37,Male,Delhi,Central Delhi,Delhi,424975,Ration Card,2026-07-06,00:10:53,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Delhi,Delhi,Central Delhi,Delhi,Delhi Commercial Sector,TXN_20260706_056014,49000.0,UPI,Axis Bank,ATM_DEL_0467,"Highway Kiosk, Delhi",1,1,1,1
CMP_20260706_00819,2026-07-06,21:23:42,Cyber Cell Desk,21,Male,Rajasthan,Jaipur,Jaipur,331963,Driving License,2026-07-06,00:23:42,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Jaipur,Rajasthan,Jaipur,Jaipur,Jaipur Commercial Sector,TXN_20260706_051655,15000.0,UPI,State Bank of India,ATM_JAI_0131,"Commercial Area Kiosk, Jaipur",1,1,0,1
CMP_20260706_01206,2026-07-06,23:22:55,Online Grievance,36,Male,Rajasthan,Bharatpur,Bharatpur,160987,Govt Employee ID,2026-07-05,03:22:55,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Bharatpur,Rajasthan,Bharatpur,Bharatpur,Bharatpur Commercial Sector,TXN_20260705_052816,75000.0,UPI,HDFC Bank,ATM_BHA_0096,"Market Kiosk, Bharatpur",1,1,1,1
CMP_20260707_00683,2026-07-07,00:17:39,NCRP 1930 Portal,50,Male,Rajasthan,Alwar,Alwar,777226,Voter ID,2026-07-06,12:17:39,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Alwar,Rajasthan,Alwar,Alwar,Alwar Commercial Sector,TXN_20260706_051247,15000.0,UPI,Union Bank of India,ATM_ALW_0071,"Bus Stand Kiosk, Alwar",1,1,1,1
CMP_20260707_02131,2026-07-07,00:28:10,NCRP 1930 Portal,26,Female,Haryana,Gurugram,Gurgaon/Gurugram,207479,Ration Card,2026-07-05,22:28:10,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Gurgaon/Gurugram,Haryana,Gurugram,Gurgaon/Gurugram,Gurgaon/Gurugram Commercial Sector,TXN_20260705_055591,49000.0,UPI,Punjab National Bank,ATM_GUR_0597,"Shopping Mall Kiosk, Gurgaon/Gurugram",1,1,0,1
CMP_20260707_03083,2026-07-07,02:14:00,Bank Helpline,47,Female,Haryana,Nuh,Punahana,434638,Govt Employee ID,2026-07-06,04:14:00,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Punahana,Haryana,Nuh,Punahana,Punahana Commercial Sector,TXN_20260706_058447,49000.0,UPI,ICICI Bank,ATM_PUN_0437,"Market Kiosk, Punahana",1,1,1,1
CMP_20260707_02706,2026-07-07,02:18:53,Police Station,44,Male,Jharkhand,Deoghar,Deoghar,323128,Ration Card,2026-07-05,15:18:53,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Deoghar,Jharkhand,Deoghar,Deoghar,Deoghar Commercial Sector,TXN_20260705_057316,49000.0,UPI,HDFC Bank,ATM_DEO_0198,"Commercial Area Kiosk, Deoghar",1,1,1,1
CMP_20260707_00135,2026-07-07,02:29:10,NCRP 1930 Portal,50,Male,West Bengal,Purba Bardhaman,Bardhaman,607691,Driving License,2026-07-05,23:29:10,Financial Cyber-Fraud,OTP / SIM-Swap Fraud,Victim reported unauthorized transfer followed by ATM cashout ring in Bardhaman,West Bengal,Purba Bardhaman,Bardhaman,Bardhaman Commercial Sector,TXN_20260705_049603,75000.0,UPI,State Bank of India,ATM_BAR_0493,"Commercial Area Kiosk, Bardhaman",1,1,1,1
CMP_20260707_01809,2026-07-07,02:47:51,Online Grievance,21,Female,Delhi,Central Delhi,Delhi,675956,Driving License,2026-07-06,10:47:51,Financial Cyber-Fraud,Card Cloning,Victim reported unauthorized transfer followed by ATM cashout ring in Delhi,Delhi,Central Delhi,Delhi,Delhi Commercial Sector,TXN_20260706_054625,49000.0,UPI,State Bank of India,ATM_DEL_0142,"Airport Kiosk, Delhi",1,1,1,1
CMP_20260707_00282,2026-07-07,02:57:31,Online Grievance,36,Male,Bihar,Patna,Patna,324331,Ration Card,2026-07-05,13:57:31,Financial Cyber-Fraud,UPI Phishing & Impersonation,Victim reported unauthorized transfer followed by ATM cashout ring in Patna,Bihar,Patna,Patna,Patna Commercial Sector,TXN_20260705_050044,15000.0,UPI,Axis Bank,ATM_PAT_0080,"Shopping Mall Kiosk, Patna",1,1,1,0
CMP_20260707_03075,2026-07-07,06:41:21,Police Station,69,Male,West Bengal,Howrah,Howrah,648235,Driving License,2026-07-05,19:41:21,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Howrah,West Bengal,Howrah,Howrah,Howrah Commercial Sector,TXN_20260705_058423,49000.0,UPI,State Bank of India,ATM_HOW_0116,"Commercial Area Kiosk, Howrah",1,1,1,0
CMP_20260707_01879,2026-07-07,06:57:37,Cyber Cell Desk,69,Male,Rajasthan,Alwar,Alwar,391154,Govt Employee ID,2026-07-06,01:57:37,Financial Cyber-Fraud,ATM Skimming,Victim reported unauthorized transfer followed by ATM cashout ring in Alwar,Rajasthan,Alwar,Alwar,Alwar Commercial Sector,TXN_20260706_054835,75000.0,UPI,ICICI Bank,ATM_ALW_0077,"Commercial Area Kiosk, Alwar",1,1,1,1
CMP_20260707_01156,2026-07-07,07:46:24,Bank Helpline,55,Male,Rajasthan,Jaipur,Jaipur,184296,Ration Card,2026-07-05,15:46:24,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Jaipur,Rajasthan,Jaipur,Jaipur,Jaipur Commercial Sector,TXN_20260705_052666,15000.0,UPI,State Bank of India,ATM_JAI_0131,"Commercial Area Kiosk, Jaipur",1,1,0,1
CMP_20260707_00391,2026-07-07,07:48:00,NCRP 1930 Portal,57,Male,Uttar Pradesh,Agra,Agra,662254,Ration Card,2026-07-07,03:48:00,Financial Cyber-Fraud,Unauthorized ATM Cash-Out,Victim reported unauthorized transfer followed by ATM cashout ring in Agra,Uttar Pradesh,Agra,Agra,Agra Commercial Sector,TXN_20260707_050371,15000.0,UPI,Kotak Mahindra Bank,ATM_AGR_0423,"Commercial Area Kiosk, Agra",1,1,1,1
